1264595992947225346,675174
1238979047057769474,302448
1236125071354292226,163397
1209514574974548482,143682
1257171321637758722,134978
1257025335698938370,127094
1243538156989694594,111827
1251793726230244610,107702
1262960377059088130,85996
1263374899385674370,80997
1258515597009076994,79292
1223918095694245634,64905
1230324773855424002,62437
1265711438903647874,60090
5072384765188641452,57668
1227870625247650690,54739
1260541137945498242,52877
1234331237460566530,51934
1257161851234927874,51391
1255163437311767042,45248
1253738813839198210,44771
1257577200342174338,41988
1188903263771990658,41948
1188393152650943106,41494
1258107946630786434,40431
1195250257518132098,39950
1241815106304917378,38707
1245331368112797058,38459
1206294826971334914,37880
1264248100596225026,37404
1254055644986860290,36751
5066461462194177196,35756
1253934703003017346,33384
1218440968714526722,33310
1228621853682433794,33238
1264811273888239746,32966
1264759150165346946,32947
1254771807160993538,32083
1235679043295502082,31494
1263195709054888066,31476
1253132652219774338,31256
1264442656172386946,31168
1258611243783084546,30659
1263327450734464770,29564
1252151067509072386,29482
1245688232650531970,29006
1243098302946428034,28912
1265397680805564930,28655
1201867286919681666,28544
1254763859323917314,28020
1258509871817577986,28000
1264025193941401858,27979
5065310617080763948,27853
1249801673153937154,27475
1206193031951230466,27242
1231739265500039170,26897
1182612876177942146,26816
1227460962676813442,26698
1264891961291384962,26692
5061840667862633644,26587
1231776767006526210,26394
1263848821109137538,26372
5054712166620109484,26259
1239520809937414530,26171
1246760537808101122,25376
1263426282226596354,25213
1258767823258541186,24689
1241765325486679682,24126
1261602293368189698,23428
1265731457746313346,22946
1255676099640521474,22798
1231727858066909698,22545
1246094132829515138,22422
1265502959043728130,21916
1223450564881478658,21404
1264083014938521730,21380
1243635998492259202,21375
5088502022955749548,21197
5097625983223437996,21179
1265197434398034818,20996
1258677055567152258,20992
1264627545924705922,20916
1265946169603970050,20712
1229406501257859842,20650
1256486418235411842,20557
1255322806367908738,20295
1265703561934001410,20200
1259859666222392066,20042
1256602058082140930,20040
1251928895293247362,19972
1235328030650905858,19766
1249767133026605058,19690
1264772586970372866,19678
1262048622074566658,19602
1239498888424165890,19400
1259610302568459138,19360
1214717543454209794,19220
1265921183631879938,19110
1249394018480334466,19077
1265805103550451330,18970
1262402677703704450,18799
1258416645257612162,18774
1193338765140847362,18685
1194536743190710402,18645
1234563421245332866,18526
1237174265292773378,18502
1265736897322519426,18360
1257142004190553730,18272
1232307358676789890,18112
1234731558477443330,18099
1228226130428066434,18063
1256772432992230786,18044
1244384527539773698,17971
1265329236206796930,17915
1263474072327789186,17813
1264164872720355842,17812
1254050703626855042,17779
1249056099043334146,17744
1264175187084422274,17740
1203199467663303682,17696
1249953979136524802,17600
5105719752948357932,17562
1265636822436909058,17537
1255702951775913730,17325
1262911730112116738,17286
1265864427786560386,17156
5095015877732209836,16890
1262762750581564674,16882
1204296614911497730,16813
1255371786175215362,16574
1262979124591646082,16490
1265569505266996098,16366
1225292575423114626,16343
1254640883673037826,16269
1250285076018077570,16156
1254254903552214018,16094
1265426227305870082,16087
1208036620893453314,15920
5022551020390332460,15900
1206238623029426946,15883
1231429108731496962,15799
1248646681285894274,15630
1253667553889693442,15553
1238663543055165954,15546
1234761298978321666,15543
1251827804648361346,15408
1228012490165001986,15380
1265370321863586818,15220
1235160627858015618,15160
1261750117552176898,15038
1254556528367716866,14894
1265555261007981442,14820
1264975865624789506,14756
1257667188496733314,14720
1265156464704772866,14676
1250167842737798402,14624
1230649303731603202,14591
1233521382722349442,14476
1249197100672268802,14355
1256983326624065922,14059
1256831566101951234,13950
5030936604732074028,13905
1183470908388566786,13840
1237663715470823554,13798
1217323834836163074,13749
1248240620045331970,13733
1257572009874029570,13702
1224190042285828354,13701
1265886147435955458,13591
1262510947386316674,13574
1253457929420662146,13422
1217778850113893762,13379
1254791883985985410,13346
1182891218139479426,13335
1246056414427014018,13243
2705032051402027564,13221
1247892238068268930,13122
1264951358541358466,12852
1232024983904297474,12741
5102869985113435564,12621
1243571217500578946,12575
1245109301123499778,12317
1253152344645279490,12206
1254941561448470786,12143
1250312662592820610,12070
1215399182681394818,12037
1238402975978943874,11922
1202311249099414146,11894
1257185331820763266,11883
1254614422379333890,11870
1254316860602940418,11828
1233610387329902722,11816
1239179205418460930,11707
1259282504222178946,11696
5115358007825341484,11688
1250319062093895170,11656
1230679282603420034,11643
1251464001590820226,11610
1169587960134821122,11589
1240957128605522690,11486
1255666352212057730,11461
1251057545213205762,11314
1233472675645492226,11281
1202232477251548674,11280
1232320956542791298,11278
1224453025280903938,11228
1202908951780455810,11166
1265110422655232514,11108
1265482716863042434,11070
5050648236875156524,11060
1237884975005979266,11030
1237182363453513730,10981
1227816141439866370,10859
1200116890178147074,10852
1263607263558378498,10835
1224687120326005634,10818
1257204446572613634,10818
1254774933897337858,10774
1265885765183860610,10772
1253851750004313474,10695
1262172420211842178,10670
1204037067890374914,10663
1263075428495603970,10654
1252565484608936962,10620
1242340872579032194,10588
1265920863656486530,10582
1245871756603259266,10571
