1187773584293735938,50
1238979047057769474,49
1255409382171274754,48
1239520809937414530,47
5087528182211680940,46
1239162951114653954,45
1185969685177530754,44
1256576934671069826,43
1230599956704912642,42
1174470136518312450,41
5083061012357789356,40
5061565008313054764,39
1265636822436909058,38
1178089205702374402,37
1194384334126970114,36
1194417184186455298,35
1244229101263261442,34
1247843986257888514,33
5084244514395146412,32
1249823888872220930,31
2692257157493598252,30
1230690041496352002,29
5065179745089819820,28
1229705381589033602,27
1232693897143160834,26
5027959417151577644,25
1168475171994293506,24
1206193031951230466,23
1223614935427638658,22
1242881583191559170,21
1256772432992230786,20
5086988734361553964,19
1180942467584168578,18
1250434104940405634,17
1209569591357960962,16
1247177665031907330,15
1254391672490579586,14
1254161631894626818,13
1184066059425872770,12
5049549523343876268,11
1214120886597401474,10
1195531438289406466,9
1264248100596225026,8
1231593956018868610,7
1237133138833031298,6
1234323442095209090,5
1260541137945498242,4
1251333535516818946,3
1256228155409430018,2
5091519085193861676,1
