5091809603223294508,50
1222840080377477890,49
5070687939753471660,48
1208355855075149570,47
1212841619850619138,46
2589116368295771692,45
1240975478853190530,44
5015718549909943340,43
2573945025535277612,42
1243427108462839682,41
5068848392379395116,40
1253989891185219074,39
1243078561129314818,38
1187006902566441346,37
1257143771569722626,36
1214098406738712450,35
1234120376041223554,34
5047533841505874604,33
5057558478132103340,32
1206714713711814914,31
1244922257445515906,30
5065685838265128108,29
1173686437285945474,28
5072186576290803372,27
5102713521522959788,26
1239451560031922178,25
2690256340537722412,24
1200347931501441282,23
1244834573540420226,22
1257393002079449474,21
1192083176689226242,20
1228222885580079618,19
2674456723274585132,18
1237709957235831170,17
1249680533601005570,16
1189384987584254338,15
1227486648728936066,14
5017996102341760044,13
1259061373535539842,12
5056325352181118636,11
2613396797671524396,10
5078820359395988652,9
1241424745317079554,8
1261227911806079234,7
1250448482343367810,6
5057899519971908780,5
2505840747132769324,4
5069940744295999532,3
1249780425950541698,2
5028587291978176556,1
